review,task
"Fare	Still having problems, I got foreclosed on like 20 times last night and still aren't able to change my password or access my boards, it's as if my Pinterest has been compromised!)- please fix this issue so that I can get back into enjoying my Pinning Thx Pinterest!",PD
Its such a nice QUICK FIX	Absolutely love this app.,RT
Very well	Works excellent thank you!!,RT
Awesome app,RT
Smooth simple app,RT
"I use skritter for learning Japanese and it's an application that requires flash, however I mainly study on my iPhone and probably wouldn't keep up with the SRS if I was only able to access the program on my computer. Thanks to splashtop, now I can practice on the go. (that sounds like a infomercial lol)",UE
Dropbox works great I can access files anywhere Highly recommend,UE
Syncs well and wonderful for projects at work and home,UE
Great app!,RT
"Does everything you would hope it would do well 

I wish I could email documents from Dropbox as attachments not as links",RT
Very easy to use !!!,UE
So far no in app purchases!,RT
Thank you for this great resource and thanks to all the readers. Driver,RT
"VERY easy to use, and I've found a ton of cool stuff getting into QR codes!! HIGHLY recommended",RT
Simply good,RT
I've saved so much money on so many neat apps!,RT
I wouldn't even CONSIDER booking a hotel room without consulting this amazing app  No where is there so much info And photos of where you are considering to stay,RT
"Good ap but the usage of activity points does not work. Not shown when the add button is selected. Fix this. Other than that, no problem.",PD
Easy to find what you want and narrow the search.  The photo gallery feature is great when your first filter is how it looks.,UE
Nice	Software,RT
"Fast route to information, culture and lots of fun!",RT
I'm ten and this stuff does not scare my and I'm  10 YEARS OLD!!!!,UE
Not good now game	Game freezes don't know why please help can't get out of game,FR
I love this app c: now I can take a pic of myself without having to hold it like always -.- <3,UE
Love it easy accesss,RT
Love TripAdvisor as a website and now as an app! The interface is easy and I've never experienced a problem with the app and I review a lot!,RT
The only thing this is good for is starting documents. If you try to upload your documents from google documents the document is just gray.,PD
It's great for my anatomy class and I'm sure it'll be helpful in college,RT
"This app has been very helpful on my honeymoon search It would be nice to be able to enlarge the photos though Other than that, it's perfect",FR
Love the learning tool this app provides.,RT
Excellent Amazingly	Gud option to get stress free.,RT
Amazing	IloveIttttt,RT
It has some really cool and interesting tattoos,RT
I rely on tripadvisor for all my business and personal travel,RT
Funny and informative.,RT
Love this app	Lets you keep all things you find interesting in one place,UE
"Feels more fluid, controls are intuitive and exactly where I expect them to be Design meshes perfectly with iOS 7

Great job on this update )",RT
Muse	Good,RT
Nice 2 keep in touch	Nice 2 keep in touch vth friends,RT
Done playing it	No updates,RT
Great little app to have on phone. Handy for those spur of the moment shopping sprees.  And easy to use to list items also.,RT
I have been a P90X client for some time now and love the workout!  With the P90X app I now have the option of taking my workout to the gym or with me when I travel. Plus the nutrition journal makes it easier for me to keep track of what I eat during the day. For me it is a great app! Glad I purchased this app!,UE
By far the most helpful travel app around!,RT
I have only started using this app after having it on my device for over 3 weeks. I was influenced to use it when a saw a colleague use hers with glee. The idea that actual people are entering the data (mechanical turk?) gives me hope that the cards will be captured correctly. Time will tell. The first capture  of my cards look great.,RT
Love it's multifunctionality. Able to do multiple business and year prior expenses etc!,RT
"It was cool, until the last update where now I can't upload from my iPhone It starts uploading , the progress bar shows it going, then when radionics he'd, the progress bar just starts again and again going over and over",PD
BEST GAME EVER!!!!,RT
"Alles ok	Tut was es soll, danke!",RT
Worth it!,RT
Kuttyfish	Kuttyfish,RT
It's like carrying 40 different notebooks around in your pocket all the time And the fact that all the info and ideas you collect during the day is waiting for you on your desktop computer when you get home is invaluable,RT
Excellent	Very useful,RT
Love this App!! Gives you locations and deals and everything you need!! Definitely amazing.,RT
"I love this app. Its so easy to learn how to use it and its very easy to understand. The only thing I don't like is that if you choose the option to show what the temp feels like, you can't see what the temp actually is. I would love to be able to see both at the same time.",UE
	Because it is,RT
The Best!	I absolutely love the app! I use it all the time I recommend this to anyone!(,RT
"Did not give 5 stars because have found not all campgrounds are listed.  Sure is helpful though 99.5% of time.  Have used for gas, reservations for camps, restaurant locations, low clearances.  Awesome!",RT
Beautiful display and lots of info instantly,UE
(	I love it ! It's so easy to work with ((,RT
"Afterr trying many organizers over the last year I am settling on Evernote Is easiest and most intuitive to use, syncs so easily to laptop",UE
I love this app and use it daily as a journal,RT
"I've tried Google Drive, Box, Skydrive, but none of them could upload a 20 minute video I took Dropbox was the only one that accepted my file",UE
Cool	Yoyo,RT
Only thing I would like added is the semester dates.,RT
App hasn't worked in a month. That shows no effort in trying to fix this. You all failed.,PD
Wow!!	One of the best app i came across!!loved it,RT
TripAdvisory has made planning out trip to Maui so much easier!!!! ??,RT
